image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
524456,000000524456.jpg,indoor,movenet,high,33.33,3,2,18.7
217872,000000217872.jpg,outdoor,movenet,low,12.5,16,3,19.5
109313,000000109313.jpg,indoor,blazepose,medium,100.0,14,17,70.8
229111,000000229111.jpg,indoor,movenet,high,100.0,8,10,20.7
489611,000000489611.jpg,indoor,blazepose,medium,100.0,10,17,70.3
250901,000000250901.jpg,indoor,movenet,low,0.0,4,3,18.7
467176,000000467176.jpg,indoor,blazepose,medium,0.0,10,0,9.2
159399,000000159399.jpg,outdoor,blazepose,low,100.0,11,17,70.2
550349,000000550349.jpg,outdoor,movenet,high,57.14,14,15,18.9
389684,000000389684.jpg,outdoor,movenet,high,92.86,14,16,18.1
347265,000000347265.jpg,outdoor,blazepose,low,100.0,16,17,70.3
97988,000000097988.jpg,outdoor,movenet,high,100.0,16,17,18.9
571857,000000571857.jpg,outdoor,blazepose,high,0.0,17,0,9.3
240250,000000240250.jpg,indoor,blazepose,high,100.0,11,17,70.5
278973,000000278973.jpg,outdoor,blazepose,medium,100.0,14,17,70.3
500257,000000500257.jpg,indoor,blazepose,medium,0.0,13,17,70.3
356387,000000356387.jpg,outdoor,blazepose,medium,0.0,9,17,70.6
68093,000000068093.jpg,outdoor,blazepose,medium,100.0,14,17,70.6
184978,000000184978.jpg,outdoor,movenet,medium,100.0,16,17,19.3
213033,000000213033.jpg,outdoor,movenet,high,100.0,13,15,19.0
376093,000000376093.jpg,indoor,blazepose,high,100.0,13,17,70.6
91500,000000091500.jpg,indoor,movenet,low,80.0,15,12,18.9
535306,000000535306.jpg,outdoor,blazepose,low,66.67,3,17,70.3
341973,000000341973.jpg,outdoor,movenet,medium,83.33,6,9,18.8
344029,000000344029.jpg,outdoor,blazepose,high,0.0,7,0,9.6
203389,000000203389.jpg,outdoor,movenet,high,33.33,12,12,19.3
66771,000000066771.jpg,indoor,movenet,low,100.0,9,11,19.0
465179,000000465179.jpg,indoor,movenet,low,100.0,12,13,18.8
361238,000000361238.jpg,indoor,movenet,low,87.5,8,12,19.1
414385,000000414385.jpg,outdoor,movenet,high,100.0,16,17,18.9
274066,000000274066.jpg,outdoor,movenet,high,16.67,12,12,18.8
233727,000000233727.jpg,outdoor,blazepose,medium,0.0,16,0,9.5
296649,000000296649.jpg,outdoor,blazepose,medium,0.0,13,17,71.4
184978,000000184978.jpg,outdoor,movenet,high,100.0,16,17,19.0
366884,000000366884.jpg,indoor,movenet,medium,90.91,11,16,19.7
447611,000000447611.jpg,indoor,movenet,low,0.0,1,0,18.6
537506,000000537506.jpg,outdoor,movenet,high,100.0,10,15,19.2
84270,000000084270.jpg,indoor,blazepose,medium,0.0,13,0,70.3
396200,000000396200.jpg,outdoor,blazepose,high,0.0,16,17,70.8
13729,000000013729.jpg,indoor,blazepose,medium,6.25,16,17,71.4
180487,000000180487.jpg,indoor,blazepose,high,100.0,10,17,72.6
86956,000000086956.jpg,indoor,blazepose,high,100.0,12,17,73.9
251824,000000251824.jpg,indoor,blazepose,high,0.0,2,0,9.7
189752,000000189752.jpg,indoor,movenet,low,0.0,6,1,19.9
180487,000000180487.jpg,indoor,movenet,high,100.0,10,13,18.9
345397,000000345397.jpg,indoor,blazepose,high,100.0,5,17,71.0
376322,000000376322.jpg,indoor,movenet,low,28.57,7,12,19.1
227491,000000227491.jpg,outdoor,movenet,high,100.0,17,17,18.9
397354,000000397354.jpg,indoor,movenet,high,0.0,11,12,18.4
67213,000000067213.jpg,outdoor,blazepose,high,0.0,8,0,9.5
341828,000000341828.jpg,indoor,movenet,medium,85.71,7,9,48.7
403584,000000403584.jpg,outdoor,blazepose,medium,80.0,10,17,72.6
426836,000000426836.jpg,outdoor,movenet,high,100.0,12,17,21.3
463730,000000463730.jpg,outdoor,movenet,low,100.0,16,17,21.6
358923,000000358923.jpg,indoor,blazepose,medium,100.0,10,17,73.6
180487,000000180487.jpg,indoor,movenet,medium,100.0,10,13,19.3
138979,000000138979.jpg,outdoor,blazepose,high,0.0,15,0,9.5
177213,000000177213.jpg,indoor,blazepose,medium,0.0,2,0,9.3
504074,000000504074.jpg,indoor,movenet,medium,7.14,14,14,18.7
29397,000000029397.jpg,outdoor,blazepose,high,0.0,2,0,9.3
274708,000000274708.jpg,outdoor,blazepose,low,0.0,12,0,9.3
240250,000000240250.jpg,indoor,blazepose,medium,100.0,11,17,70.4
233727,000000233727.jpg,outdoor,blazepose,low,0.0,16,0,9.4
537270,000000537270.jpg,indoor,blazepose,low,90.0,10,17,70.9
227491,000000227491.jpg,outdoor,movenet,low,100.0,17,17,19.3
336209,000000336209.jpg,outdoor,blazepose,high,100.0,14,17,71.1
86956,000000086956.jpg,indoor,blazepose,low,0.0,12,17,71.0
65350,000000065350.jpg,outdoor,movenet,high,26.67,15,9,19.1
378284,000000378284.jpg,indoor,movenet,high,75.0,4,5,18.7
214720,000000214720.jpg,indoor,blazepose,low,100.0,11,17,70.2
13729,000000013729.jpg,indoor,blazepose,low,6.25,16,17,70.6
398377,000000398377.jpg,indoor,blazepose,low,26.67,15,17,71.2
61747,000000061747.jpg,outdoor,movenet,medium,100.0,15,17,19.4
532690,000000532690.jpg,indoor,blazepose,medium,100.0,12,17,71.5
13659,000000013659.jpg,indoor,blazepose,low,0.0,15,0,9.3
455937,000000455937.jpg,indoor,blazepose,medium,100.0,16,17,71.5
213255,000000213255.jpg,outdoor,movenet,medium,100.0,11,14,19.3
296224,000000296224.jpg,outdoor,blazepose,low,0.0,4,0,71.3
234607,000000234607.jpg,indoor,blazepose,high,100.0,16,17,70.8
65350,000000065350.jpg,outdoor,movenet,medium,26.67,15,9,18.6
398237,000000398237.jpg,outdoor,blazepose,low,0.0,15,0,9.4
540414,000000540414.jpg,outdoor,movenet,low,100.0,16,17,18.9
109313,000000109313.jpg,indoor,blazepose,low,100.0,14,17,84.2
336209,000000336209.jpg,outdoor,movenet,low,57.14,14,11,23.8
82812,000000082812.jpg,outdoor,blazepose,low,0.0,14,0,9.8
68628,000000068628.jpg,outdoor,movenet,medium,100.0,14,17,22.0
581317,000000581317.jpg,indoor,blazepose,high,100.0,11,17,75.6
261318,000000261318.jpg,indoor,blazepose,high,100.0,13,17,70.5
198489,000000198489.jpg,outdoor,movenet,high,100.0,15,16,19.1
317999,000000317999.jpg,indoor,movenet,high,100.0,5,9,18.4
470779,000000470779.jpg,outdoor,movenet,low,25.0,16,11,18.5
280930,000000280930.jpg,indoor,blazepose,high,100.0,12,17,70.4
333745,000000333745.jpg,outdoor,blazepose,high,100.0,16,17,70.2
437205,000000437205.jpg,indoor,blazepose,low,100.0,9,17,70.1
190637,000000190637.jpg,indoor,movenet,low,80.0,5,8,18.8
326128,000000326128.jpg,outdoor,blazepose,medium,100.0,15,17,70.1
432085,000000432085.jpg,indoor,movenet,medium,80.0,5,6,18.6
59635,000000059635.jpg,outdoor,movenet,low,0.0,16,17,18.5
345385,000000345385.jpg,indoor,blazepose,medium,100.0,8,17,70.5
364126,000000364126.jpg,outdoor,movenet,low,100.0,15,17,18.7
397133,000000397133.jpg,indoor,movenet,low,92.31,13,16,18.5
122672,000000122672.jpg,outdoor,movenet,low,100.0,11,14,17.9
463730,000000463730.jpg,outdoor,blazepose,high,100.0,16,17,70.0
552775,000000552775.jpg,indoor,blazepose,low,100.0,3,17,70.9
559543,000000559543.jpg,indoor,movenet,medium,100.0,11,14,18.8
6460,000000006460.jpg,outdoor,blazepose,high,92.86,14,17,70.2
326970,000000326970.jpg,indoor,blazepose,low,100.0,15,17,70.2
566282,000000566282.jpg,outdoor,blazepose,medium,0.0,15,17,70.1
256775,000000256775.jpg,outdoor,movenet,medium,0.0,16,16,19.0
275058,000000275058.jpg,outdoor,movenet,low,66.67,12,13,18.2
135604,000000135604.jpg,outdoor,blazepose,medium,100.0,15,17,70.1
552775,000000552775.jpg,indoor,movenet,medium,100.0,3,5,18.4
499622,000000499622.jpg,outdoor,movenet,medium,90.91,11,13,18.5
344029,000000344029.jpg,outdoor,movenet,high,0.0,7,0,18.6
58393,000000058393.jpg,outdoor,movenet,low,100.0,2,7,17.7
209530,000000209530.jpg,indoor,blazepose,medium,100.0,10,17,70.1
319100,000000319100.jpg,indoor,blazepose,medium,85.71,14,17,70.9
151000,000000151000.jpg,indoor,blazepose,low,0.0,15,0,9.3
397354,000000397354.jpg,indoor,blazepose,medium,100.0,11,17,70.5
213035,000000213035.jpg,indoor,blazepose,medium,0.0,2,0,70.5
356248,000000356248.jpg,indoor,blazepose,low,0.0,9,0,9.4
378673,000000378673.jpg,outdoor,blazepose,low,0.0,12,0,9.3
260470,000000260470.jpg,outdoor,blazepose,low,0.0,9,0,9.1
274708,000000274708.jpg,outdoor,blazepose,medium,0.0,12,0,9.7
474095,000000474095.jpg,indoor,movenet,high,93.75,16,15,21.5
15597,000000015597.jpg,outdoor,blazepose,medium,100.0,15,17,70.3
326970,000000326970.jpg,indoor,blazepose,medium,100.0,15,17,70.4
347265,000000347265.jpg,outdoor,movenet,medium,100.0,16,17,19.0
532690,000000532690.jpg,indoor,blazepose,low,100.0,12,17,71.0
258388,000000258388.jpg,outdoor,blazepose,low,0.0,15,17,70.0
420916,000000420916.jpg,outdoor,movenet,medium,100.0,7,8,18.0
221291,000000221291.jpg,outdoor,blazepose,medium,100.0,12,17,80.3
109313,000000109313.jpg,indoor,movenet,medium,100.0,14,16,22.2
6771,000000006771.jpg,indoor,movenet,high,72.73,11,8,19.6
568814,000000568814.jpg,indoor,blazepose,high,100.0,7,17,70.7
252701,000000252701.jpg,outdoor,blazepose,medium,100.0,16,17,70.9
86956,000000086956.jpg,indoor,movenet,medium,83.33,12,10,19.2
68093,000000068093.jpg,outdoor,movenet,high,92.86,14,15,18.7
448076,000000448076.jpg,indoor,blazepose,low,100.0,16,17,71.2
405195,000000405195.jpg,indoor,movenet,medium,0.0,3,0,19.1
466125,000000466125.jpg,indoor,blazepose,medium,100.0,13,17,72.5
540414,000000540414.jpg,outdoor,movenet,medium,87.5,16,15,19.6
30504,000000030504.jpg,outdoor,movenet,high,100.0,12,16,20.1
231580,000000231580.jpg,indoor,blazepose,low,100.0,14,17,73.3
330818,000000330818.jpg,indoor,blazepose,medium,100.0,10,17,70.3
482585,000000482585.jpg,outdoor,movenet,medium,100.0,11,17,18.5
479126,000000479126.jpg,indoor,movenet,medium,100.0,15,16,17.9
319100,000000319100.jpg,indoor,movenet,medium,85.71,14,13,18.5
151000,000000151000.jpg,indoor,blazepose,high,0.0,15,0,9.5
282298,000000282298.jpg,indoor,movenet,low,0.0,15,14,18.9
182155,000000182155.jpg,indoor,blazepose,medium,100.0,10,17,72.4
68093,000000068093.jpg,outdoor,movenet,low,78.57,14,14,19.6
426268,000000426268.jpg,outdoor,movenet,low,100.0,9,15,19.6
122672,000000122672.jpg,outdoor,movenet,medium,100.0,11,17,21.2
259640,000000259640.jpg,outdoor,movenet,high,0.0,12,11,19.1
348881,000000348881.jpg,outdoor,movenet,low,100.0,13,17,20.3
319100,000000319100.jpg,indoor,movenet,high,85.71,14,13,20.7
217872,000000217872.jpg,outdoor,movenet,high,75.0,16,13,19.7
440475,000000440475.jpg,indoor,movenet,medium,100.0,12,15,20.6
214720,000000214720.jpg,indoor,movenet,medium,100.0,11,13,20.7
154644,000000154644.jpg,indoor,blazepose,medium,0.0,9,0,9.6
182155,000000182155.jpg,indoor,blazepose,low,100.0,10,17,71.3
83540,000000083540.jpg,outdoor,movenet,medium,43.75,16,7,18.9
317999,000000317999.jpg,indoor,blazepose,low,100.0,5,17,70.9
164885,000000164885.jpg,outdoor,movenet,low,100.0,16,17,19.0
570756,000000570756.jpg,outdoor,blazepose,high,0.0,13,0,9.4
318138,000000318138.jpg,indoor,movenet,high,36.36,11,14,18.9
450399,000000450399.jpg,indoor,blazepose,medium,0.0,9,17,71.5
341469,000000341469.jpg,outdoor,blazepose,low,100.0,17,17,71.3
341469,000000341469.jpg,outdoor,movenet,high,100.0,17,17,19.4
182155,000000182155.jpg,indoor,movenet,low,80.0,10,9,19.7
403584,000000403584.jpg,outdoor,blazepose,low,70.0,10,17,71.6
311180,000000311180.jpg,indoor,movenet,medium,0.0,1,2,19.3
495732,000000495732.jpg,indoor,blazepose,low,81.25,16,17,71.0
110042,000000110042.jpg,indoor,movenet,low,0.0,10,16,19.2
330818,000000330818.jpg,indoor,movenet,low,80.0,10,11,18.7
258388,000000258388.jpg,outdoor,movenet,low,86.67,15,15,43.0
213255,000000213255.jpg,outdoor,blazepose,high,100.0,11,17,73.5
226662,000000226662.jpg,outdoor,blazepose,low,0.0,8,0,9.4
426836,000000426836.jpg,outdoor,blazepose,high,0.0,12,0,9.4
116439,000000116439.jpg,outdoor,movenet,high,90.0,10,11,18.6
260261,000000260261.jpg,outdoor,movenet,high,100.0,11,16,18.8
91500,000000091500.jpg,indoor,movenet,high,86.67,15,13,18.5
405195,000000405195.jpg,indoor,blazepose,high,0.0,3,0,9.6
173302,000000173302.jpg,indoor,movenet,low,57.14,7,15,18.8
435208,000000435208.jpg,indoor,blazepose,high,0.0,14,0,9.4
68628,000000068628.jpg,outdoor,movenet,high,100.0,14,17,19.0
97988,000000097988.jpg,outdoor,movenet,medium,100.0,16,17,18.6
394206,000000394206.jpg,outdoor,blazepose,medium,0.0,16,0,9.2
336209,000000336209.jpg,outdoor,blazepose,low,100.0,14,17,70.5
508101,000000508101.jpg,outdoor,movenet,high,0.0,13,17,18.6
258388,000000258388.jpg,outdoor,blazepose,medium,0.0,15,17,70.3
427034,000000427034.jpg,indoor,blazepose,low,0.0,1,0,9.4
402720,000000402720.jpg,indoor,blazepose,medium,0.0,10,0,9.1
82696,000000082696.jpg,indoor,blazepose,medium,0.0,4,0,9.2
314177,000000314177.jpg,indoor,blazepose,high,100.0,15,17,70.3
479126,000000479126.jpg,indoor,movenet,low,100.0,15,16,18.9
82085,000000082085.jpg,outdoor,movenet,low,93.33,15,16,18.4
252701,000000252701.jpg,outdoor,movenet,high,100.0,16,17,18.4
226662,000000226662.jpg,outdoor,blazepose,medium,0.0,8,0,9.3
416451,000000416451.jpg,indoor,movenet,high,0.0,12,15,18.6
261318,000000261318.jpg,indoor,movenet,high,92.31,13,15,18.5
2261,000000002261.jpg,outdoor,movenet,high,83.33,6,13,18.5
55528,000000055528.jpg,indoor,blazepose,medium,100.0,10,17,70.7
217872,000000217872.jpg,outdoor,blazepose,low,0.0,16,0,9.3
397133,000000397133.jpg,indoor,movenet,high,92.31,13,15,18.9
497344,000000497344.jpg,indoor,movenet,low,85.71,7,7,18.8
378284,000000378284.jpg,indoor,blazepose,low,0.0,4,0,9.5
82696,000000082696.jpg,indoor,blazepose,low,0.0,4,0,9.2
59635,000000059635.jpg,outdoor,blazepose,high,0.0,16,0,9.2
119365,000000119365.jpg,indoor,movenet,medium,20.0,5,3,18.3
405195,000000405195.jpg,indoor,blazepose,medium,0.0,3,0,9.6
532690,000000532690.jpg,indoor,blazepose,high,100.0,12,17,70.6
182611,000000182611.jpg,indoor,movenet,low,90.91,11,12,18.8
110784,000000110784.jpg,outdoor,movenet,low,100.0,15,17,17.4
361238,000000361238.jpg,indoor,blazepose,high,100.0,8,17,70.3
491090,000000491090.jpg,outdoor,movenet,low,100.0,14,15,18.9
278973,000000278973.jpg,outdoor,blazepose,high,100.0,14,17,70.5
520910,000000520910.jpg,indoor,movenet,medium,100.0,15,17,18.5
177213,000000177213.jpg,indoor,movenet,medium,50.0,2,1,18.7
173008,000000173008.jpg,indoor,movenet,medium,91.67,12,11,18.2
250901,000000250901.jpg,indoor,blazepose,medium,0.0,4,0,9.5
398237,000000398237.jpg,outdoor,movenet,medium,100.0,15,16,18.5
6771,000000006771.jpg,indoor,movenet,low,63.64,11,7,18.6
474095,000000474095.jpg,indoor,movenet,medium,93.75,16,15,20.2
190637,000000190637.jpg,indoor,movenet,high,80.0,5,9,18.7
180101,000000180101.jpg,indoor,blazepose,medium,100.0,11,17,70.4
481390,000000481390.jpg,outdoor,movenet,low,0.0,17,16,18.8
520707,000000520707.jpg,indoor,blazepose,low,0.0,13,17,70.1
213035,000000213035.jpg,indoor,movenet,high,50.0,2,4,18.8
67213,000000067213.jpg,outdoor,blazepose,low,0.0,8,0,9.2
442746,000000442746.jpg,outdoor,movenet,high,100.0,11,17,18.0
117425,000000117425.jpg,indoor,movenet,medium,100.0,11,13,17.5
454067,000000454067.jpg,indoor,movenet,high,88.89,9,12,17.8
82085,000000082085.jpg,outdoor,blazepose,medium,0.0,15,0,9.3
563882,000000563882.jpg,indoor,blazepose,low,0.0,5,0,9.3
82696,000000082696.jpg,indoor,movenet,low,0.0,4,0,18.9
445834,000000445834.jpg,outdoor,blazepose,medium,100.0,14,17,71.0
80932,000000080932.jpg,indoor,movenet,medium,18.18,11,12,18.2
59635,000000059635.jpg,outdoor,movenet,medium,0.0,16,17,18.4
320642,000000320642.jpg,indoor,movenet,medium,92.31,13,14,18.3
402615,000000402615.jpg,outdoor,blazepose,medium,100.0,13,17,70.4
201426,000000201426.jpg,indoor,blazepose,high,0.0,10,17,70.6
117425,000000117425.jpg,indoor,movenet,low,100.0,11,12,18.6
459954,000000459954.jpg,indoor,movenet,low,50.0,6,13,18.7
508101,000000508101.jpg,outdoor,blazepose,medium,0.0,13,0,9.4
393056,000000393056.jpg,outdoor,blazepose,low,0.0,11,0,9.4
170613,000000170613.jpg,outdoor,movenet,low,36.36,11,13,18.1
455624,000000455624.jpg,outdoor,blazepose,low,0.0,12,0,9.5
529148,000000529148.jpg,indoor,movenet,high,18.18,11,3,17.8
454067,000000454067.jpg,indoor,blazepose,high,100.0,9,17,70.7
179112,000000179112.jpg,indoor,movenet,medium,100.0,8,8,18.3
424551,000000424551.jpg,outdoor,movenet,medium,100.0,15,17,18.2
500257,000000500257.jpg,indoor,movenet,high,0.0,13,16,18.4
535306,000000535306.jpg,outdoor,movenet,medium,66.67,3,4,18.5
260261,000000260261.jpg,outdoor,movenet,low,100.0,11,17,18.3
213035,000000213035.jpg,indoor,movenet,low,50.0,2,4,18.4
455937,000000455937.jpg,indoor,movenet,high,100.0,16,16,18.5
279278,000000279278.jpg,outdoor,movenet,medium,27.27,11,9,17.5
489611,000000489611.jpg,indoor,blazepose,high,100.0,10,17,70.7
116439,000000116439.jpg,outdoor,blazepose,low,0.0,10,0,70.1
344029,000000344029.jpg,outdoor,blazepose,low,0.0,7,0,70.1
315492,000000315492.jpg,indoor,blazepose,medium,0.0,4,0,9.3
15956,000000015956.jpg,indoor,blazepose,high,23.08,13,17,70.5
554595,000000554595.jpg,outdoor,movenet,low,53.85,13,8,18.8
389684,000000389684.jpg,outdoor,movenet,low,100.0,14,17,18.0
164602,000000164602.jpg,indoor,blazepose,medium,91.67,12,17,70.5
581062,000000581062.jpg,outdoor,blazepose,medium,0.0,14,0,70.1
402615,000000402615.jpg,outdoor,blazepose,high,100.0,13,17,70.4
65350,000000065350.jpg,outdoor,blazepose,medium,100.0,15,17,71.4
507473,000000507473.jpg,indoor,movenet,medium,100.0,11,13,19.1
329219,000000329219.jpg,indoor,movenet,low,83.33,12,15,17.5
568814,000000568814.jpg,indoor,movenet,low,71.43,7,12,18.3
402615,000000402615.jpg,outdoor,movenet,high,100.0,13,17,18.5
455937,000000455937.jpg,indoor,blazepose,low,87.5,16,17,70.3
355257,000000355257.jpg,indoor,blazepose,low,100.0,10,17,70.2
186042,000000186042.jpg,outdoor,movenet,high,85.71,14,14,18.6
492937,000000492937.jpg,outdoor,blazepose,low,0.0,6,0,9.3
7088,000000007088.jpg,outdoor,blazepose,high,100.0,17,17,70.5
15597,000000015597.jpg,outdoor,movenet,high,80.0,15,14,18.8
117425,000000117425.jpg,indoor,blazepose,low,100.0,11,17,70.5
279278,000000279278.jpg,outdoor,movenet,low,27.27,11,7,18.7
474095,000000474095.jpg,indoor,blazepose,low,100.0,16,17,71.1
39785,000000039785.jpg,outdoor,movenet,medium,100.0,16,17,18.8
520707,000000520707.jpg,indoor,blazepose,high,100.0,13,17,70.1
192607,000000192607.jpg,outdoor,movenet,high,100.0,16,17,18.5
376625,000000376625.jpg,outdoor,movenet,low,0.0,14,15,17.6
172617,000000172617.jpg,indoor,movenet,low,100.0,10,10,18.4
196141,000000196141.jpg,outdoor,blazepose,medium,0.0,17,17,70.0
221291,000000221291.jpg,outdoor,blazepose,high,100.0,12,17,70.4
451155,000000451155.jpg,indoor,blazepose,high,100.0,7,17,70.1
474854,000000474854.jpg,indoor,movenet,high,100.0,10,13,18.4
537506,000000537506.jpg,outdoor,blazepose,low,0.0,10,0,9.4
393056,000000393056.jpg,outdoor,movenet,high,100.0,11,17,18.8
138979,000000138979.jpg,outdoor,movenet,high,0.0,15,15,18.3
13729,000000013729.jpg,indoor,blazepose,high,100.0,16,17,70.4
341973,000000341973.jpg,outdoor,movenet,low,66.67,6,7,18.7
311303,000000311303.jpg,indoor,movenet,low,0.0,1,0,17.9
437331,000000437331.jpg,outdoor,blazepose,low,0.0,15,0,9.4
35062,000000035062.jpg,indoor,blazepose,medium,0.0,3,0,9.2
135604,000000135604.jpg,outdoor,movenet,high,93.33,15,15,18.3
366884,000000366884.jpg,indoor,blazepose,high,0.0,11,0,9.4
286422,000000286422.jpg,outdoor,blazepose,medium,0.0,13,0,70.3
201426,000000201426.jpg,indoor,blazepose,low,0.0,10,17,70.4
581317,000000581317.jpg,indoor,blazepose,low,100.0,11,17,70.3
82812,000000082812.jpg,outdoor,blazepose,medium,0.0,14,17,70.4
432085,000000432085.jpg,indoor,blazepose,high,100.0,5,17,94.4
467176,000000467176.jpg,indoor,blazepose,low,0.0,10,0,70.0
508101,000000508101.jpg,outdoor,blazepose,high,0.0,13,0,9.5
291634,000000291634.jpg,outdoor,movenet,low,86.67,15,16,18.8
356248,000000356248.jpg,indoor,blazepose,medium,0.0,9,0,9.3
189752,000000189752.jpg,indoor,blazepose,medium,0.0,6,0,9.1
15956,000000015956.jpg,indoor,movenet,low,100.0,13,16,18.7
571857,000000571857.jpg,outdoor,movenet,medium,0.0,17,17,18.4
332570,000000332570.jpg,indoor,movenet,medium,0.0,1,1,18.2
118921,000000118921.jpg,outdoor,movenet,low,100.0,17,17,17.7
420916,000000420916.jpg,outdoor,movenet,high,100.0,7,8,18.7
500257,000000500257.jpg,indoor,movenet,low,0.0,13,14,18.5
180487,000000180487.jpg,indoor,blazepose,medium,100.0,10,17,70.4
53529,000000053529.jpg,outdoor,blazepose,high,0.0,2,0,9.4
274066,000000274066.jpg,outdoor,blazepose,low,0.0,12,0,9.2
398237,000000398237.jpg,outdoor,movenet,high,100.0,15,16,18.6
196141,000000196141.jpg,outdoor,movenet,high,0.0,17,17,18.5
144003,000000144003.jpg,indoor,blazepose,high,100.0,12,17,70.4
442746,000000442746.jpg,outdoor,movenet,medium,100.0,11,17,18.6
355257,000000355257.jpg,indoor,blazepose,medium,100.0,10,17,70.2
52996,000000052996.jpg,indoor,movenet,medium,0.0,15,9,18.7
164885,000000164885.jpg,outdoor,movenet,high,100.0,16,17,18.2
279278,000000279278.jpg,outdoor,blazepose,low,0.0,11,0,9.3
537270,000000537270.jpg,indoor,movenet,low,60.0,10,10,18.2
59635,000000059635.jpg,outdoor,movenet,high,0.0,16,17,18.7
13659,000000013659.jpg,indoor,movenet,high,0.0,15,14,18.5
255483,000000255483.jpg,indoor,movenet,high,0.0,3,2,18.6
424551,000000424551.jpg,outdoor,blazepose,low,100.0,15,17,70.2
550349,000000550349.jpg,outdoor,movenet,medium,57.14,14,15,18.5
203389,000000203389.jpg,outdoor,movenet,medium,33.33,12,12,18.2
448365,000000448365.jpg,outdoor,movenet,medium,93.75,16,16,18.1
330818,000000330818.jpg,indoor,blazepose,low,100.0,10,17,70.2
394940,000000394940.jpg,indoor,blazepose,medium,100.0,8,17,70.4
549390,000000549390.jpg,outdoor,movenet,medium,100.0,15,16,18.6
393056,000000393056.jpg,outdoor,blazepose,high,100.0,11,17,70.6
322724,000000322724.jpg,outdoor,blazepose,high,100.0,14,17,70.1
214720,000000214720.jpg,indoor,blazepose,medium,100.0,11,17,70.2
581062,000000581062.jpg,outdoor,blazepose,low,0.0,14,0,70.3
291634,000000291634.jpg,outdoor,blazepose,medium,0.0,15,0,9.3
529148,000000529148.jpg,indoor,blazepose,low,100.0,11,17,70.4
361919,000000361919.jpg,outdoor,blazepose,high,0.0,14,17,70.5
213035,000000213035.jpg,indoor,blazepose,low,50.0,2,17,70.3
495732,000000495732.jpg,indoor,movenet,high,100.0,16,17,19.0
23359,000000023359.jpg,outdoor,blazepose,high,100.0,17,17,70.3
495732,000000495732.jpg,indoor,movenet,low,100.0,16,17,18.6
439994,000000439994.jpg,outdoor,movenet,high,92.86,14,15,18.0
581317,000000581317.jpg,indoor,movenet,high,100.0,11,12,18.4
287347,000000287347.jpg,indoor,blazepose,high,100.0,11,17,70.6
261318,000000261318.jpg,indoor,movenet,medium,92.31,13,15,18.6
280930,000000280930.jpg,indoor,movenet,low,100.0,12,15,18.1
470779,000000470779.jpg,outdoor,movenet,medium,43.75,16,14,18.4
301135,000000301135.jpg,outdoor,movenet,low,6.67,15,17,17.9
504074,000000504074.jpg,indoor,blazepose,medium,100.0,14,17,70.5
414385,000000414385.jpg,outdoor,blazepose,low,0.0,16,0,70.0
376093,000000376093.jpg,indoor,movenet,high,61.54,13,13,18.7
364126,000000364126.jpg,outdoor,blazepose,low,100.0,15,17,70.1
12576,000000012576.jpg,indoor,movenet,low,100.0,4,6,18.9
259640,000000259640.jpg,outdoor,blazepose,high,0.0,12,0,9.4
213255,000000213255.jpg,outdoor,blazepose,low,0.0,11,0,9.1
546717,000000546717.jpg,indoor,blazepose,medium,100.0,12,17,70.1
182611,000000182611.jpg,indoor,blazepose,low,100.0,11,17,70.5
455301,000000455301.jpg,indoor,blazepose,high,100.0,10,17,70.5
256775,000000256775.jpg,outdoor,movenet,high,0.0,16,16,18.5
97337,000000097337.jpg,indoor,movenet,high,0.0,8,0,18.3
156643,000000156643.jpg,indoor,blazepose,medium,100.0,11,17,70.2
53529,000000053529.jpg,outdoor,movenet,low,0.0,2,0,18.6
581317,000000581317.jpg,indoor,blazepose,medium,100.0,11,17,70.3
404805,000000404805.jpg,outdoor,blazepose,low,100.0,9,17,70.3
566282,000000566282.jpg,outdoor,movenet,low,0.0,15,16,18.9
378284,000000378284.jpg,indoor,blazepose,high,0.0,4,0,9.4
581062,000000581062.jpg,outdoor,movenet,low,100.0,14,17,18.5
507473,000000507473.jpg,indoor,blazepose,low,100.0,11,17,70.3
201426,000000201426.jpg,indoor,movenet,medium,90.0,10,11,18.8
440475,000000440475.jpg,indoor,blazepose,medium,0.0,12,0,9.2
252701,000000252701.jpg,outdoor,blazepose,low,100.0,16,17,70.4
41990,000000041990.jpg,outdoor,movenet,high,94.12,17,16,18.7
147729,000000147729.jpg,indoor,movenet,medium,40.0,5,3,18.5
552775,000000552775.jpg,indoor,movenet,low,100.0,3,6,18.2
41990,000000041990.jpg,outdoor,blazepose,medium,0.0,17,17,70.4
378673,000000378673.jpg,outdoor,movenet,medium,100.0,12,17,18.9
327605,000000327605.jpg,outdoor,blazepose,low,0.0,16,0,70.1
319100,000000319100.jpg,indoor,blazepose,high,100.0,14,17,70.4
331604,000000331604.jpg,outdoor,movenet,medium,84.62,13,15,18.6
348881,000000348881.jpg,outdoor,blazepose,low,0.0,13,0,9.7
426268,000000426268.jpg,outdoor,movenet,high,100.0,9,15,18.9
546717,000000546717.jpg,indoor,movenet,low,100.0,12,13,18.4
52996,000000052996.jpg,indoor,blazepose,medium,100.0,15,17,70.4
455597,000000455597.jpg,indoor,movenet,high,0.0,5,6,18.8
65350,000000065350.jpg,outdoor,blazepose,low,100.0,15,17,70.4
